graph_id,label,train_mask,val_mask,test_mask,feat,X,Y,Z
310,3,,,,,8,49,0
310,2,,,,,32,7,0
310,2,,,,,2,18,0
310,2,,,,,43,12,0
310,3,,,,,36,1,0
310,3,,,,,27,9,0
310,0,,,,,53,10,0
310,0,,,,,41,3,0
310,0,,,,,17,22,0
310,3,,,,,4,21,0
310,0,,,,,52,56,0
310,0,,,,,39,40,0
310,2,,,,,49,32,0
310,2,,,,,33,11,0
310,3,,,,,9,0,0
310,2,,,,,14,39,0
310,2,,,,,6,51,0
310,2,,,,,7,42,0
310,2,,,,,10,17,0
310,0,,,,,13,37,0
310,2,,,,,18,28,0
310,0,,,,,38,26,0
310,2,,,,,48,27,0
310,0,,,,,46,2,0
310,0,,,,,37,20,0
310,0,,,,,26,36,0
310,0,,,,,55,55,0
310,2,,,,,15,33,0
310,0,,,,,22,19,0
310,2,,,,,20,25,0
310,0,,,,,16,50,0
310,0,,,,,19,38,0
310,0,,,,,44,6,0
310,0,,,,,47,13,0
310,0,,,,,25,14,0
310,0,,,,,1,31,0
310,0,,,,,45,53,0
310,2,,,,,28,15,0
310,0,,,,,3,30,0
310,2,,,,,31,8,0
311,3,,,,,14,9,0
311,0,,,,,31,51,0
311,0,,,,,57,21,0
311,3,,,,,19,25,0
311,1,,,,,40,33,0
311,0,,,,,9,40,0
311,1,,,,,53,20,0
311,0,,,,,24,52,0
311,1,,,,,34,39,0
311,2,,,,,60,2,0
311,0,,,,,59,12,0
311,0,,,,,8,57,0
311,0,,,,,49,7,0
311,0,,,,,4,36,0
311,1,,,,,10,50,0
311,3,,,,,22,18,0
311,2,,,,,37,23,0
311,0,,,,,21,22,0
311,3,,,,,44,0,0
311,3,,,,,6,42,0
311,0,,,,,35,59,0
311,1,,,,,1,41,0
311,0,,,,,20,4,0
311,1,,,,,39,27,0
311,1,,,,,3,58,0
311,1,,,,,51,47,0
311,0,,,,,18,43,0
311,0,,,,,12,30,0
311,1,,,,,32,14,0
311,3,,,,,45,54,0
311,1,,,,,28,32,0
311,3,,,,,16,45,0
311,3,,,,,33,60,0
311,3,,,,,25,29,0
311,3,,,,,43,19,0
311,3,,,,,7,56,0
311,3,,,,,2,55,0
311,3,,,,,41,35,0
311,4,,,,,50,37,0
311,3,,,,,48,10,0
311,3,,,,,30,38,0
311,3,,,,,47,44,0
311,3,,,,,17,5,0
311,1,,,,,54,1,0
311,1,,,,,27,46,0
311,0,,,,,5,31,0
311,1,,,,,23,53,0
311,1,,,,,58,26,0
311,3,,,,,46,8,0
311,0,,,,,29,3,0
311,1,,,,,42,6,0
311,0,,,,,26,17,0
311,3,,,,,38,11,0
311,3,,,,,11,24,0
311,3,,,,,55,16,0
311,3,,,,,52,48,0
311,3,,,,,56,15,0
311,3,,,,,36,13,0
311,1,,,,,0,28,0
311,1,,,,,13,34,0
311,1,,,,,15,49,0
312,3,,,,,87,14,0
312,0,,,,,88,62,0
312,3,,,,,28,33,0
312,3,,,,,23,93,0
312,3,,,,,56,22,0
312,1,,,,,59,11,0
312,3,,,,,103,55,0
312,3,,,,,10,82,0
312,1,,,,,37,34,0
312,1,,,,,54,49,0
312,1,,,,,12,79,0
312,1,,,,,104,99,0
312,1,,,,,60,94,0
312,0,,,,,0,10,0
312,1,,,,,53,59,0
312,0,,,,,32,54,0
312,0,,,,,101,101,0
312,0,,,,,70,98,0
312,3,,,,,100,103,0
312,0,,,,,2,83,0
312,1,,,,,94,60,0
312,3,,,,,4,80,0
312,0,,,,,36,25,0
312,1,,,,,39,13,0
312,3,,,,,9,20,0
312,1,,,,,102,71,0
312,0,,,,,65,95,0
312,1,,,,,1,65,0
312,0,,,,,96,1,0
312,3,,,,,83,4,0
312,2,,,,,55,40,0
312,0,,,,,82,27,0
312,1,,,,,52,2,0
312,3,,,,,34,48,0
312,3,,,,,97,52,0
312,2,,,,,5,67,0
312,2,,,,,25,70,0
312,1,,,,,29,81,0
312,3,,,,,98,5,0
312,3,,,,,18,84,0
312,3,,,,,89,58,0
312,3,,,,,40,44,0
312,3,,,,,48,43,0
312,3,,,,,27,102,0
312,3,,,,,16,29,0
312,3,,,,,58,28,0
312,0,,,,,57,47,0
312,1,,,,,31,68,0
312,3,,,,,79,37,0
312,1,,,,,6,30,0
312,1,,,,,95,41,0
312,1,,,,,76,91,0
312,3,,,,,72,89,0
312,1,,,,,99,92,0
312,3,,,,,47,57,0
312,1,,,,,14,46,0
312,0,,,,,46,31,0
312,1,,,,,90,6,0
312,3,,,,,64,32,0
312,3,,,,,85,45,0
312,1,,,,,20,61,0
312,1,,,,,43,104,0
312,3,,,,,8,75,0
312,3,,,,,42,74,0
312,0,,,,,67,78,0
312,1,,,,,51,0,0
312,1,,,,,91,51,0
312,3,,,,,49,36,0
312,3,,,,,44,66,0
312,0,,,,,63,15,0
312,1,,,,,73,39,0
312,3,,,,,81,38,0
312,2,,,,,74,69,0
312,3,,,,,3,97,0
312,3,,,,,66,64,0
312,4,,,,,62,85,0
312,3,,,,,92,50,0
312,0,,,,,93,42,0
312,1,,,,,77,19,0
312,3,,,,,24,24,0
312,1,,,,,84,88,0
312,1,,,,,15,7,0
312,3,,,,,13,21,0
312,1,,,,,26,12,0
312,1,,,,,61,76,0
312,1,,,,,45,56,0
312,0,,,,,38,17,0
312,1,,,,,7,35,0
312,3,,,,,11,9,0
312,3,,,,,69,16,0
312,3,,,,,19,3,0
312,0,,,,,22,96,0
312,1,,,,,35,72,0
312,1,,,,,75,87,0
312,3,,,,,86,26,0
312,3,,,,,78,53,0
312,3,,,,,33,18,0
312,3,,,,,50,90,0
312,3,,,,,30,23,0
312,3,,,,,80,63,0
312,3,,,,,21,100,0
312,1,,,,,71,77,0
312,1,,,,,17,73,0
312,3,,,,,68,86,0
312,3,,,,,41,8,0
313,0,,,,,24,27,0
313,0,,,,,34,4,0
313,0,,,,,49,6,0
313,0,,,,,22,46,0
313,0,,,,,30,29,0
313,0,,,,,33,2,0
313,0,,,,,25,19,0
313,3,,,,,12,22,0
313,0,,,,,13,43,0
313,0,,,,,41,35,0
313,0,,,,,14,11,0
313,0,,,,,0,30,0
313,0,,,,,21,8,0
313,3,,,,,39,33,0
313,0,,,,,11,1,0
313,0,,,,,7,49,0
313,3,,,,,38,41,0
313,0,,,,,17,44,0
313,4,,,,,1,7,0
313,3,,,,,5,17,0
313,3,,,,,16,40,0
313,0,,,,,4,15,0
313,0,,,,,40,24,0
313,0,,,,,2,25,0
313,0,,,,,50,48,0
313,0,,,,,45,47,0
313,0,,,,,3,50,0
313,0,,,,,23,21,0
313,0,,,,,31,14,0
313,3,,,,,28,37,0
313,0,,,,,29,0,0
313,0,,,,,26,20,0
313,3,,,,,36,18,0
313,3,,,,,6,10,0
313,3,,,,,35,39,0
313,0,,,,,44,38,0
313,0,,,,,47,3,0
313,0,,,,,43,5,0
313,0,,,,,32,45,0
313,0,,,,,42,16,0
313,0,,,,,46,13,0
313,0,,,,,18,23,0
313,0,,,,,15,28,0
313,3,,,,,8,36,0
313,0,,,,,9,42,0
313,0,,,,,37,26,0
313,3,,,,,27,32,0
313,0,,,,,19,34,0
313,0,,,,,10,9,0
313,3,,,,,20,12,0
313,0,,,,,48,31,0
314,2,,,,,50,55,0
314,0,,,,,29,41,0
314,0,,,,,44,12,0
314,3,,,,,8,33,0
314,2,,,,,25,62,0
314,4,,,,,70,28,0
314,3,,,,,33,31,0
314,0,,,,,65,44,0
314,3,,,,,41,69,0
314,0,,,,,61,24,0
314,3,,,,,4,72,0
314,3,,,,,12,70,0
314,0,,,,,35,74,0
314,3,,,,,20,60,0
314,2,,,,,13,52,0
314,3,,,,,47,30,0
314,3,,,,,59,18,0
314,3,,,,,19,4,0
314,3,,,,,69,54,0
314,0,,,,,56,45,0
314,3,,,,,73,38,0
314,3,,,,,6,71,0
314,2,,,,,71,66,0
314,0,,,,,36,35,0
314,0,,,,,51,10,0
314,0,,,,,62,64,0
314,0,,,,,46,39,0
314,0,,,,,31,7,0
314,0,,,,,11,63,0
314,0,,,,,34,11,0
314,3,,,,,72,16,0
314,0,,,,,37,14,0
314,3,,,,,53,8,0
314,3,,,,,3,46,0
314,3,,,,,38,20,0
314,0,,,,,67,50,0
314,0,,,,,45,0,0
314,3,,,,,39,2,0
314,0,,,,,24,13,0
314,3,,,,,42,29,0
314,0,,,,,16,6,0
314,0,,,,,54,67,0
314,0,,,,,27,68,0
314,0,,,,,58,5,0
314,3,,,,,32,27,0
314,3,,,,,30,43,0
314,0,,,,,60,15,0
314,0,,,,,5,19,0
314,2,,,,,9,59,0
314,0,,,,,7,51,0
314,0,,,,,52,22,0
314,2,,,,,18,9,0
314,3,,,,,14,56,0
314,3,,,,,43,26,0
314,3,,,,,26,75,0
314,3,,,,,68,21,0
314,0,,,,,2,3,0
314,3,,,,,0,34,0
314,3,,,,,66,32,0
314,0,,,,,23,17,0
314,3,,,,,55,36,0
314,3,,,,,10,40,0
314,3,,,,,49,25,0
314,3,,,,,15,37,0
314,0,,,,,1,42,0
314,3,,,,,48,61,0
314,3,,,,,40,49,0
314,0,,,,,22,65,0
314,3,,,,,28,57,0
314,4,,,,,21,23,0
314,0,,,,,74,47,0
314,3,,,,,17,1,0
314,3,,,,,57,58,0
314,3,,,,,64,53,0
314,0,,,,,75,73,0
314,0,,,,,63,48,0
315,3,,,,,40,31,0
315,0,,,,,19,40,0
315,3,,,,,4,11,0
315,3,,,,,38,29,0
315,3,,,,,37,33,0
315,3,,,,,16,2,0
315,3,,,,,18,37,0
315,3,,,,,24,12,0
315,0,,,,,43,5,0
315,3,,,,,3,36,0
315,0,,,,,32,8,0
315,0,,,,,29,7,0
315,2,,,,,35,10,0
315,3,,,,,9,41,0
315,2,,,,,41,18,0
315,3,,,,,31,21,0
315,0,,,,,13,3,0
315,0,,,,,36,42,0
315,3,,,,,0,26,0
315,2,,,,,30,22,0
315,0,,,,,5,32,0
315,4,,,,,14,17,0
315,3,,,,,27,30,0
315,3,,,,,12,39,0
315,0,,,,,20,38,0
315,0,,,,,11,24,0
315,3,,,,,28,13,0
315,0,,,,,10,20,0
315,3,,,,,34,27,0
315,3,,,,,22,1,0
315,3,,,,,15,23,0
315,3,,,,,44,25,0
315,3,,,,,39,43,0
315,0,,,,,8,16,0
315,0,,,,,33,9,0
315,3,,,,,42,15,0
315,0,,,,,25,0,0
315,3,,,,,26,19,0
315,0,,,,,1,34,0
315,0,,,,,2,44,0
315,2,,,,,7,4,0
315,3,,,,,17,14,0
315,0,,,,,21,35,0
315,3,,,,,6,6,0
315,3,,,,,23,28,0
316,2,,,,,12,44,0
316,4,,,,,68,39,0
316,1,,,,,69,36,0
316,0,,,,,6,41,0
316,0,,,,,7,56,0
316,0,,,,,16,64,0
316,0,,,,,54,50,0
316,1,,,,,2,7,0
316,1,,,,,14,71,0
316,0,,,,,75,22,0
316,0,,,,,25,25,0
316,2,,,,,49,67,0
316,0,,,,,44,52,0
316,1,,,,,15,5,0
316,0,,,,,73,40,0
316,0,,,,,28,77,0
316,3,,,,,17,72,0
316,0,,,,,79,26,0
316,2,,,,,27,27,0
316,3,,,,,37,1,0
316,0,,,,,66,21,0
316,1,,,,,5,78,0
316,2,,,,,58,12,0
316,3,,,,,57,76,0
316,3,,,,,23,54,0
316,2,,,,,74,55,0
316,0,,,,,38,6,0
316,0,,,,,60,58,0
316,1,,,,,55,42,0
316,0,,,,,34,4,0
316,3,,,,,20,70,0
316,1,,,,,67,29,0
316,3,,,,,63,68,0
316,3,,,,,30,33,0
316,2,,,,,3,0,0
316,3,,,,,1,23,0
316,0,,,,,43,14,0
316,3,,,,,71,60,0
316,2,,,,,21,51,0
316,2,,,,,51,69,0
316,2,,,,,4,13,0
316,4,,,,,18,34,0
316,1,,,,,0,43,0
316,1,,,,,65,45,0
316,2,,,,,64,35,0
316,3,,,,,78,10,0
316,3,,,,,61,28,0
316,3,,,,,59,46,0
316,2,,,,,76,37,0
316,0,,,,,9,49,0
316,0,,,,,50,53,0
316,1,,,,,48,62,0
316,3,,,,,10,47,0
316,2,,,,,77,32,0
316,2,,,,,40,63,0
316,1,,,,,24,65,0
316,3,,,,,22,75,0
316,3,,,,,70,16,0
316,3,,,,,41,74,0
316,3,,,,,8,11,0
316,2,,,,,13,19,0
316,2,,,,,52,31,0
316,0,,,,,26,9,0
316,3,,,,,29,30,0
316,3,,,,,45,18,0
316,2,,,,,19,79,0
316,3,,,,,39,2,0
316,0,,,,,36,59,0
316,0,,,,,53,48,0
316,0,,,,,32,66,0
316,0,,,,,33,8,0
316,0,,,,,62,17,0
316,3,,,,,42,57,0
316,2,,,,,35,38,0
316,3,,,,,46,20,0
316,2,,,,,31,24,0
316,3,,,,,47,73,0
316,3,,,,,11,61,0
316,0,,,,,72,15,0
316,1,,,,,56,3,0
317,0,,,,,36,49,0
317,0,,,,,26,24,0
317,0,,,,,29,5,0
317,0,,,,,16,37,0
317,0,,,,,31,7,0
317,0,,,,,9,45,0
317,0,,,,,58,20,0
317,3,,,,,17,26,0
317,2,,,,,0,8,0
317,3,,,,,33,28,0
317,3,,,,,50,43,0
317,3,,,,,25,16,0
317,0,,,,,42,15,0
317,3,,,,,53,41,0
317,3,,,,,28,13,0
317,0,,,,,27,38,0
317,3,,,,,30,59,0
317,0,,,,,8,18,0
317,3,,,,,19,32,0
317,3,,,,,52,48,0
317,0,,,,,55,9,0
317,3,,,,,47,60,0
317,3,,,,,18,2,0
317,0,,,,,23,36,0
317,3,,,,,39,17,0
317,3,,,,,21,44,0
317,2,,,,,4,19,0
317,3,,,,,10,29,0
317,0,,,,,56,11,0
317,3,,,,,60,12,0
317,0,,,,,13,10,0
317,0,,,,,3,34,0
317,3,,,,,14,3,0
317,3,,,,,11,6,0
317,3,,,,,5,14,0
317,4,,,,,59,51,0
317,0,,,,,46,46,0
317,0,,,,,41,56,0
317,2,,,,,44,55,0
317,2,,,,,57,39,0
317,3,,,,,48,25,0
317,3,,,,,22,47,0
317,3,,,,,40,22,0
317,3,,,,,51,52,0
317,3,,,,,32,57,0
317,0,,,,,20,27,0
317,3,,,,,24,42,0
317,3,,,,,43,31,0
317,0,,,,,15,0,0
317,3,,,,,1,50,0
317,3,,,,,7,58,0
317,3,,,,,38,21,0
317,0,,,,,6,33,0
317,3,,,,,35,23,0
317,3,,,,,45,1,0
317,0,,,,,2,30,0
317,0,,,,,54,53,0
317,3,,,,,37,54,0
317,3,,,,,34,40,0
317,0,,,,,12,35,0
317,0,,,,,49,4,0
318,0,,,,,1,68,0
318,0,,,,,78,11,0
318,1,,,,,93,40,0
318,1,,,,,48,92,0
318,2,,,,,66,28,0
318,2,,,,,94,6,0
318,1,,,,,39,64,0
318,0,,,,,47,44,0
318,3,,,,,29,42,0
318,2,,,,,98,73,0
318,1,,,,,10,29,0
318,1,,,,,74,36,0
318,2,,,,,12,83,0
318,3,,,,,88,49,0
318,3,,,,,35,66,0
318,2,,,,,27,3,0
318,4,,,,,67,81,0
318,2,,,,,23,69,0
318,3,,,,,51,39,0
318,3,,,,,20,82,0
318,3,,,,,58,32,0
318,3,,,,,92,70,0
318,3,,,,,19,8,0
318,0,,,,,73,4,0
318,3,,,,,82,10,0
318,3,,,,,44,7,0
318,0,,,,,41,75,0
318,3,,,,,22,18,0
318,0,,,,,80,15,0
318,1,,,,,4,22,0
318,1,,,,,68,12,0
318,2,,,,,57,89,0
318,3,,,,,9,77,0
318,1,,,,,54,96,0
318,0,,,,,14,2,0
318,2,,,,,69,57,0
318,1,,,,,63,16,0
318,1,,,,,91,17,0
318,1,,,,,17,87,0
318,1,,,,,45,55,0
318,1,,,,,21,71,0
318,0,,,,,59,38,0
318,1,,,,,52,98,0
318,3,,,,,79,76,0
318,1,,,,,81,67,0
318,3,,,,,0,85,0
318,0,,,,,8,53,0
318,2,,,,,71,50,0
318,0,,,,,33,48,0
318,2,,,,,97,31,0
318,0,,,,,86,21,0
318,0,,,,,7,20,0
318,2,,,,,24,33,0
318,0,,,,,65,52,0
318,1,,,,,34,63,0
318,1,,,,,76,84,0
318,2,,,,,40,41,0
318,3,,,,,43,34,0
318,2,,,,,26,25,0
318,2,,,,,28,9,0
318,2,,,,,32,43,0
318,3,,,,,11,72,0
318,1,,,,,2,24,0
318,3,,,,,55,59,0
318,3,,,,,61,5,0
318,0,,,,,50,27,0
318,2,,,,,75,13,0
318,0,,,,,90,61,0
318,0,,,,,85,51,0
318,0,,,,,49,47,0
318,2,,,,,38,54,0
318,2,,,,,16,90,0
318,2,,,,,46,95,0
318,2,,,,,95,65,0
318,2,,,,,84,14,0
318,3,,,,,37,62,0
318,2,,,,,36,79,0
318,2,,,,,30,86,0
318,2,,,,,56,26,0
318,2,,,,,62,58,0
318,3,,,,,3,94,0
318,0,,,,,60,80,0
318,2,,,,,96,56,0
318,0,,,,,6,30,0
318,2,,,,,5,93,0
318,3,,,,,42,91,0
318,0,,,,,77,88,0
318,0,,,,,89,0,0
318,2,,,,,70,60,0
318,2,,,,,13,97,0
318,3,,,,,18,23,0
318,0,,,,,31,46,0
318,3,,,,,87,1,0
318,0,,,,,15,78,0
318,2,,,,,72,45,0
318,3,,,,,25,74,0
318,2,,,,,83,35,0
318,0,,,,,53,19,0
318,2,,,,,64,37,0
319,1,,,,,72,71,0
319,3,,,,,46,28,0
319,3,,,,,42,3,0
319,3,,,,,74,4,0
319,1,,,,,20,57,0
319,3,,,,,23,26,0
319,3,,,,,9,1,0
319,4,,,,,0,40,0
319,3,,,,,8,13,0
319,3,,,,,41,65,0
319,3,,,,,70,72,0
319,3,,,,,71,21,0
319,0,,,,,58,15,0
319,3,,,,,11,6,0
319,3,,,,,13,61,0
319,1,,,,,57,29,0
319,3,,,,,22,53,0
319,3,,,,,10,67,0
319,3,,,,,59,38,0
319,0,,,,,14,63,0
319,0,,,,,36,31,0
319,1,,,,,25,20,0
319,3,,,,,38,69,0
319,2,,,,,62,43,0
319,3,,,,,1,33,0
319,0,,,,,77,11,0
319,0,,,,,7,49,0
319,3,,,,,32,12,0
319,3,,,,,21,19,0
319,0,,,,,2,27,0
319,0,,,,,65,56,0
319,1,,,,,33,0,0
319,1,,,,,45,42,0
319,2,,,,,19,77,0
319,0,,,,,68,62,0
319,0,,,,,18,70,0
319,1,,,,,43,24,0
319,0,,,,,6,8,0
319,3,,,,,17,68,0
319,2,,,,,24,22,0
319,0,,,,,12,46,0
319,1,,,,,35,30,0
319,1,,,,,39,14,0
319,1,,,,,31,9,0
319,3,,,,,40,37,0
319,3,,,,,16,74,0
319,1,,,,,63,55,0
319,0,,,,,55,39,0
319,0,,,,,3,35,0
319,3,,,,,27,25,0
319,1,,,,,26,45,0
319,1,,,,,60,59,0
319,0,,,,,4,18,0
319,0,,,,,75,54,0
319,1,,,,,48,23,0
319,0,,,,,52,66,0
319,0,,,,,51,75,0
319,1,,,,,76,51,0
319,2,,,,,54,76,0
319,1,,,,,30,50,0
319,4,,,,,5,44,0
319,0,,,,,28,16,0
319,1,,,,,64,52,0
319,1,,,,,56,17,0
319,0,,,,,47,5,0
319,1,,,,,73,41,0
319,0,,,,,44,73,0
319,0,,,,,29,64,0
319,3,,,,,50,47,0
319,3,,,,,49,10,0
319,1,,,,,37,7,0
319,1,,,,,69,60,0
319,1,,,,,53,2,0
319,0,,,,,67,48,0
319,1,,,,,34,58,0
319,0,,,,,61,36,0
319,1,,,,,15,32,0
319,0,,,,,66,34,0
320,2,,,,,47,41,0
320,0,,,,,27,36,0
320,0,,,,,20,55,0
320,0,,,,,9,38,0
320,0,,,,,37,39,0
320,4,,,,,3,10,0
320,2,,,,,31,8,0
320,3,,,,,22,27,0
320,0,,,,,43,1,0
320,2,,,,,6,34,0
320,0,,,,,52,3,0
320,3,,,,,4,12,0
320,0,,,,,25,42,0
320,3,,,,,30,22,0
320,3,,,,,33,11,0
320,0,,,,,51,35,0
320,3,,,,,35,49,0
320,2,,,,,17,4,0
320,3,,,,,12,15,0
320,3,,,,,50,56,0
320,0,,,,,24,29,0
320,3,,,,,44,51,0
320,3,,,,,40,46,0
320,3,,,,,41,43,0
320,3,,,,,18,0,0
320,3,,,,,34,17,0
320,0,,,,,46,32,0
320,0,,,,,13,45,0
320,2,,,,,55,58,0
320,3,,,,,32,57,0
320,0,,,,,57,26,0
320,3,,,,,8,20,0
320,0,,,,,53,52,0
320,3,,,,,10,13,0
320,0,,,,,14,2,0
320,3,,,,,49,18,0
320,3,,,,,19,30,0
320,3,,,,,1,54,0
320,0,,,,,11,23,0
320,3,,,,,2,40,0
320,3,,,,,23,33,0
320,3,,,,,42,48,0
320,2,,,,,5,25,0
320,0,,,,,38,14,0
320,0,,,,,16,31,0
320,0,,,,,54,5,0
320,3,,,,,0,9,0
320,0,,,,,45,28,0
320,0,,,,,21,37,0
320,0,,,,,28,50,0
320,3,,,,,29,6,0
320,0,,,,,58,24,0
320,3,,,,,39,44,0
320,0,,,,,7,19,0
320,0,,,,,15,7,0
320,0,,,,,56,21,0
320,0,,,,,26,53,0
320,0,,,,,48,16,0
320,0,,,,,36,47,0
321,0,,,,,42,61,0
321,1,,,,,103,96,0
321,3,,,,,89,15,0
321,1,,,,,54,63,0
321,3,,,,,50,3,0
321,3,,,,,5,64,0
321,3,,,,,86,34,0
321,1,,,,,99,21,0
321,1,,,,,3,94,0
321,3,,,,,90,39,0
321,3,,,,,10,36,0
321,3,,,,,46,9,0
321,1,,,,,80,103,0
321,3,,,,,95,20,0
321,1,,,,,48,24,0
321,3,,,,,72,33,0
321,3,,,,,82,92,0
321,3,,,,,63,56,0
321,3,,,,,84,23,0
321,3,,,,,79,70,0
321,1,,,,,87,52,0
321,3,,,,,32,73,0
321,1,,,,,9,49,0
321,3,,,,,68,5,0
321,0,,,,,53,26,0
321,1,,,,,6,82,0
321,3,,,,,104,13,0
321,0,,,,,34,45,0
321,1,,,,,102,44,0
321,2,,,,,55,89,0
321,1,,,,,66,40,0
321,0,,,,,59,46,0
321,0,,,,,19,80,0
321,0,,,,,24,1,0
321,1,,,,,76,16,0
321,1,,,,,13,31,0
321,1,,,,,0,47,0
321,3,,,,,14,88,0
321,0,,,,,8,77,0
321,1,,,,,37,91,0
321,0,,,,,11,66,0
321,0,,,,,77,55,0
321,1,,,,,64,99,0
321,3,,,,,43,102,0
321,3,,,,,101,65,0
321,3,,,,,97,86,0
321,3,,,,,27,4,0
321,1,,,,,30,12,0
321,1,,,,,57,25,0
321,0,,,,,18,100,0
321,3,,,,,16,38,0
321,1,,,,,75,2,0
321,3,,,,,20,51,0
321,3,,,,,36,97,0
321,0,,,,,94,18,0
321,2,,,,,23,69,0
321,1,,,,,31,84,0
321,1,,,,,1,22,0
321,1,,,,,22,53,0
321,1,,,,,52,19,0
321,0,,,,,29,72,0
321,1,,,,,60,67,0
321,1,,,,,49,59,0
321,0,,,,,100,29,0
321,1,,,,,17,50,0
321,1,,,,,28,41,0
321,2,,,,,4,74,0
321,0,,,,,12,0,0
321,1,,,,,71,62,0
321,1,,,,,67,7,0
321,1,,,,,69,85,0
321,0,,,,,51,42,0
321,3,,,,,96,60,0
321,3,,,,,7,90,0
321,3,,,,,91,43,0
321,3,,,,,44,101,0
321,3,,,,,40,54,0
321,3,,,,,41,57,0
321,3,,,,,15,98,0
321,3,,,,,92,32,0
321,4,,,,,93,79,0
321,3,,,,,98,28,0
321,3,,,,,61,93,0
321,2,,,,,81,37,0
321,3,,,,,25,6,0
321,3,,,,,26,35,0
321,3,,,,,35,30,0
321,3,,,,,74,48,0
321,3,,,,,83,83,0
321,1,,,,,85,17,0
321,3,,,,,2,68,0
321,1,,,,,39,87,0
321,1,,,,,56,75,0
321,3,,,,,70,11,0
321,3,,,,,33,14,0
321,3,,,,,62,27,0
321,3,,,,,88,76,0
321,3,,,,,38,71,0
321,3,,,,,21,58,0
321,3,,,,,58,95,0
321,3,,,,,47,78,0
321,1,,,,,78,104,0
321,1,,,,,45,81,0
321,1,,,,,73,8,0
321,0,,,,,65,10,0
322,1,,,,,15,0,0
322,0,,,,,47,10,0
322,1,,,,,34,4,0
322,0,,,,,59,52,0
322,1,,,,,6,8,0
322,0,,,,,37,7,0
322,1,,,,,38,21,0
322,3,,,,,61,27,0
322,2,,,,,28,30,0
322,3,,,,,23,45,0
322,4,,,,,25,43,0
322,0,,,,,35,58,0
322,3,,,,,5,18,0
322,2,,,,,14,37,0
322,3,,,,,24,40,0
322,1,,,,,31,63,0
322,3,,,,,53,2,0
322,3,,,,,44,32,0
322,1,,,,,9,19,0
322,3,,,,,40,33,0
322,0,,,,,41,39,0
322,2,,,,,22,42,0
322,3,,,,,10,50,0
322,0,,,,,51,38,0
322,0,,,,,29,17,0
322,3,,,,,16,34,0
322,3,,,,,21,55,0
322,1,,,,,3,47,0
322,3,,,,,8,57,0
322,0,,,,,62,24,0
322,0,,,,,2,26,0
322,3,,,,,56,20,0
322,3,,,,,39,59,0
322,1,,,,,42,16,0
322,3,,,,,20,61,0
322,1,,,,,50,11,0
322,1,,,,,64,25,0
322,1,,,,,46,48,0
322,1,,,,,54,14,0
322,1,,,,,17,9,0
322,3,,,,,12,36,0
322,2,,,,,30,35,0
322,2,,,,,57,12,0
322,1,,,,,52,29,0
322,3,,,,,4,60,0
322,3,,,,,26,1,0
322,3,,,,,45,51,0
322,3,,,,,55,22,0
322,3,,,,,43,23,0
322,2,,,,,1,54,0
322,3,,,,,63,62,0
322,0,,,,,33,44,0
322,3,,,,,18,28,0
322,0,,,,,60,13,0
322,1,,,,,49,15,0
322,0,,,,,48,5,0
322,1,,,,,11,64,0
322,1,,,,,19,56,0
322,0,,,,,27,3,0
322,3,,,,,0,49,0
322,3,,,,,32,46,0
322,1,,,,,36,6,0
322,0,,,,,13,31,0
322,0,,,,,58,53,0
322,0,,,,,7,41,0
323,0,,,,,12,2,0
323,3,,,,,18,9,0
323,0,,,,,33,13,0
323,3,,,,,16,36,0
323,3,,,,,2,0,0
323,3,,,,,27,6,0
323,0,,,,,26,37,0
323,0,,,,,24,28,0
323,3,,,,,32,35,0
323,3,,,,,21,27,0
323,3,,,,,0,34,0
323,0,,,,,11,12,0
323,3,,,,,10,4,0
323,0,,,,,25,3,0
323,0,,,,,17,17,0
323,3,,,,,14,23,0
323,3,,,,,28,10,0
323,0,,,,,9,18,0
323,3,,,,,30,31,0
323,4,,,,,23,19,0
323,3,,,,,1,5,0
323,3,,,,,13,29,0
323,3,,,,,3,1,0
323,3,,,,,7,33,0
323,3,,,,,34,20,0
323,3,,,,,38,30,0
323,3,,,,,36,25,0
323,3,,,,,35,11,0
323,3,,,,,15,38,0
323,0,,,,,31,26,0
323,3,,,,,6,21,0
323,3,,,,,29,15,0
323,3,,,,,8,24,0
323,0,,,,,20,22,0
323,0,,,,,37,8,0
323,0,,,,,4,14,0
323,0,,,,,22,16,0
323,3,,,,,19,32,0
323,0,,,,,5,7,0
324,2,,,,,45,51,0
324,2,,,,,6,83,0
324,2,,,,,109,113,0
324,2,,,,,26,6,0
324,2,,,,,8,115,0
324,2,,,,,42,77,0
324,3,,,,,35,105,0
324,2,,,,,9,76,0
324,0,,,,,33,23,0
324,2,,,,,54,118,0
324,0,,,,,102,61,0
324,0,,,,,16,3,0
324,0,,,,,74,52,0
324,2,,,,,95,69,0
324,2,,,,,92,32,0
324,2,,,,,83,35,0
324,2,,,,,114,2,0
324,2,,,,,29,49,0
324,2,,,,,48,66,0
324,2,,,,,93,85,0
324,2,,,,,12,0,0
324,0,,,,,120,112,0
324,2,,,,,69,65,0
324,2,,,,,88,15,0
324,0,,,,,78,36,0
324,0,,,,,25,111,0
324,3,,,,,116,98,0
324,2,,,,,105,22,0
324,2,,,,,112,100,0
324,0,,,,,81,89,0
324,2,,,,,13,21,0
324,2,,,,,14,34,0
324,3,,,,,97,120,0
