graph_id,label,X,Y,Z
447,0,24.0,12.0,0.0
447,0,19.0,36.0,0.0
447,0,2.0,20.0,0.0
447,0,7.0,17.0,0.0
447,0,32.0,35.0,0.0
447,0,30.0,4.0,0.0
447,0,16.0,22.0,0.0
447,0,15.0,27.0,0.0
447,3,22.0,25.0,0.0
447,0,13.0,15.0,0.0
447,0,38.0,7.0,0.0
447,0,14.0,3.0,0.0
447,3,31.0,38.0,0.0
448,0,25.0,26.0,0.0
448,2,26.0,9.0,0.0
448,0,32.0,22.0,0.0
448,0,18.0,16.0,0.0
448,0,29.0,19.0,0.0
448,3,17.0,20.0,0.0
448,3,7.0,24.0,0.0
448,4,15.0,25.0,0.0
448,0,10.0,4.0,0.0
448,0,1.0,11.0,0.0
448,3,24.0,21.0,0.0
448,3,12.0,31.0,0.0
448,3,9.0,12.0,0.0
448,3,33.0,2.0,0.0
448,0,34.0,3.0,0.0
448,2,4.0,14.0,0.0
448,0,3.0,32.0,0.0
448,0,22.0,23.0,0.0
448,0,11.0,5.0,0.0
448,0,21.0,33.0,0.0
448,3,23.0,34.0,0.0
448,0,0.0,0.0,0.0
448,3,30.0,18.0,0.0
448,3,5.0,6.0,0.0
448,3,8.0,15.0,0.0
448,3,13.0,29.0,0.0
448,3,20.0,30.0,0.0
448,3,19.0,7.0,0.0
448,0,6.0,17.0,0.0
448,0,16.0,28.0,0.0
448,3,28.0,13.0,0.0
448,0,27.0,8.0,0.0
448,3,2.0,27.0,0.0
448,3,14.0,10.0,0.0
448,0,31.0,1.0,0.0
449,3,28.0,8.0,0.0
449,0,33.0,32.0,0.0
449,3,31.0,17.0,0.0
449,3,15.0,25.0,0.0
449,3,17.0,12.0,0.0
449,3,6.0,36.0,0.0
449,3,12.0,21.0,0.0
449,3,24.0,13.0,0.0
449,3,43.0,42.0,0.0
449,3,11.0,9.0,0.0
449,3,9.0,46.0,0.0
449,0,37.0,28.0,0.0
449,3,3.0,18.0,0.0
449,3,45.0,16.0,0.0
449,0,46.0,24.0,0.0
449,0,5.0,35.0,0.0
449,3,7.0,29.0,0.0
449,3,41.0,41.0,0.0
449,3,2.0,30.0,0.0
449,3,21.0,44.0,0.0
449,0,40.0,27.0,0.0
449,3,0.0,14.0,0.0
449,0,26.0,37.0,0.0
449,3,38.0,34.0,0.0
449,3,30.0,11.0,0.0
449,3,13.0,43.0,0.0
449,3,32.0,40.0,0.0
449,3,19.0,33.0,0.0
449,0,29.0,0.0,0.0
449,0,42.0,7.0,0.0
449,3,36.0,5.0,0.0
449,3,27.0,2.0,0.0
449,0,10.0,31.0,0.0
449,0,18.0,20.0,0.0
449,3,39.0,23.0,0.0
449,3,4.0,10.0,0.0
449,3,44.0,15.0,0.0
449,3,22.0,39.0,0.0
449,3,8.0,1.0,0.0
449,3,25.0,4.0,0.0
449,0,35.0,26.0,0.0
449,0,16.0,3.0,0.0
449,3,34.0,22.0,0.0
449,0,1.0,45.0,0.0
449,0,20.0,6.0,0.0
449,3,14.0,19.0,0.0
449,4,23.0,38.0,0.0
450,0,54.0,7.0,0.0
450,1,9.0,22.0,0.0
450,0,58.0,11.0,0.0
450,0,46.0,26.0,0.0
450,3,67.0,32.0,0.0
450,3,26.0,61.0,0.0
450,3,0.0,60.0,0.0
450,3,8.0,25.0,0.0
450,3,49.0,24.0,0.0
450,4,50.0,6.0,0.0
450,3,23.0,40.0,0.0
450,3,11.0,63.0,0.0
450,0,31.0,58.0,0.0
450,1,65.0,54.0,0.0
450,1,63.0,38.0,0.0
450,1,10.0,48.0,0.0
450,0,2.0,21.0,0.0
450,1,18.0,70.0,0.0
450,1,22.0,59.0,0.0
450,1,20.0,27.0,0.0
450,1,69.0,17.0,0.0
450,1,3.0,56.0,0.0
450,1,17.0,30.0,0.0
450,0,21.0,28.0,0.0
450,0,16.0,62.0,0.0
450,1,59.0,68.0,0.0
450,2,4.0,46.0,0.0
450,1,29.0,9.0,0.0
450,1,42.0,47.0,0.0
450,1,68.0,55.0,0.0
450,2,32.0,53.0,0.0
450,1,12.0,50.0,0.0
450,1,56.0,41.0,0.0
450,0,70.0,42.0,0.0
450,1,36.0,57.0,0.0
450,1,51.0,0.0,0.0
450,1,55.0,34.0,0.0
450,1,72.0,31.0,0.0
450,1,60.0,19.0,0.0
450,1,44.0,39.0,0.0
450,0,47.0,44.0,0.0
450,1,66.0,36.0,0.0
450,1,1.0,15.0,0.0
450,1,62.0,35.0,0.0
450,0,64.0,66.0,0.0
450,1,25.0,13.0,0.0
450,1,40.0,64.0,0.0
450,1,71.0,20.0,0.0
450,2,33.0,14.0,0.0
450,1,5.0,71.0,0.0
450,1,43.0,3.0,0.0
450,1,52.0,8.0,0.0
450,0,48.0,1.0,0.0
450,1,39.0,52.0,0.0
450,1,38.0,65.0,0.0
450,0,61.0,51.0,0.0
450,0,35.0,72.0,0.0
450,1,37.0,23.0,0.0
450,3,6.0,49.0,0.0
450,3,7.0,45.0,0.0
450,3,57.0,18.0,0.0
450,2,24.0,2.0,0.0
450,1,19.0,29.0,0.0
450,1,15.0,69.0,0.0
450,0,30.0,10.0,0.0
450,3,53.0,12.0,0.0
450,3,41.0,67.0,0.0
450,3,28.0,43.0,0.0
450,3,27.0,33.0,0.0
450,3,14.0,4.0,0.0
450,3,34.0,5.0,0.0
450,0,13.0,37.0,0.0
450,0,45.0,16.0,0.0
451,2,86.0,82.0,0.0
451,0,65.0,20.0,0.0
451,0,78.0,70.0,0.0
451,3,7.0,42.0,0.0
451,2,116.0,30.0,0.0
451,2,70.0,103.0,0.0
451,2,24.0,97.0,0.0
451,0,85.0,62.0,0.0
451,3,114.0,115.0,0.0
451,1,56.0,110.0,0.0
451,1,63.0,47.0,0.0
451,0,41.0,17.0,0.0
451,3,4.0,27.0,0.0
451,3,71.0,92.0,0.0
451,3,60.0,93.0,0.0
451,2,17.0,71.0,0.0
451,2,74.0,89.0,0.0
451,0,84.0,43.0,0.0
451,2,109.0,101.0,0.0
451,1,77.0,34.0,0.0
451,3,6.0,69.0,0.0
451,2,55.0,75.0,0.0
451,0,106.0,18.0,0.0
451,0,22.0,0.0,0.0
451,0,98.0,73.0,0.0
451,2,88.0,94.0,0.0
451,2,47.0,8.0,0.0
451,0,43.0,41.0,0.0
451,0,13.0,116.0,0.0
451,3,5.0,28.0,0.0
451,1,25.0,57.0,0.0
451,0,35.0,105.0,0.0
451,2,66.0,56.0,0.0
451,3,76.0,72.0,0.0
451,1,14.0,3.0,0.0
451,3,115.0,88.0,0.0
451,3,112.0,83.0,0.0
451,1,87.0,111.0,0.0
451,0,113.0,98.0,0.0
451,0,67.0,7.0,0.0
451,2,38.0,9.0,0.0
451,0,8.0,90.0,0.0
451,0,12.0,36.0,0.0
451,0,73.0,106.0,0.0
451,3,50.0,117.0,0.0
451,0,27.0,78.0,0.0
451,0,83.0,10.0,0.0
451,3,9.0,64.0,0.0
451,3,81.0,100.0,0.0
451,1,11.0,81.0,0.0
451,2,51.0,16.0,0.0
451,2,29.0,74.0,0.0
451,2,91.0,19.0,0.0
451,1,20.0,60.0,0.0
451,1,64.0,4.0,0.0
451,1,96.0,1.0,0.0
451,1,42.0,14.0,0.0
451,2,94.0,96.0,0.0
451,2,21.0,11.0,0.0
451,2,92.0,87.0,0.0
451,2,52.0,53.0,0.0
451,1,15.0,59.0,0.0
451,1,48.0,84.0,0.0
451,3,97.0,79.0,0.0
451,1,104.0,32.0,0.0
451,3,89.0,63.0,0.0
451,3,111.0,55.0,0.0
451,3,58.0,23.0,0.0
451,4,10.0,12.0,0.0
451,0,103.0,13.0,0.0
451,2,79.0,39.0,0.0
451,1,53.0,46.0,0.0
451,2,75.0,80.0,0.0
451,0,99.0,86.0,0.0
451,4,72.0,50.0,0.0
451,3,80.0,108.0,0.0
451,2,117.0,61.0,0.0
451,0,31.0,104.0,0.0
451,3,110.0,91.0,0.0
451,1,61.0,102.0,0.0
451,1,34.0,77.0,0.0
451,2,23.0,76.0,0.0
451,0,39.0,67.0,0.0
451,2,36.0,113.0,0.0
451,2,16.0,65.0,0.0
451,2,57.0,112.0,0.0
451,1,1.0,25.0,0.0
451,1,18.0,5.0,0.0
451,3,0.0,35.0,0.0
451,3,19.0,38.0,0.0
451,3,105.0,58.0,0.0
451,3,107.0,33.0,0.0
451,2,82.0,21.0,0.0
451,0,44.0,66.0,0.0
451,2,62.0,107.0,0.0
451,2,100.0,85.0,0.0
451,0,108.0,37.0,0.0
451,0,37.0,2.0,0.0
451,1,90.0,95.0,0.0
451,2,54.0,44.0,0.0
451,0,68.0,109.0,0.0
451,0,26.0,6.0,0.0
451,0,28.0,24.0,0.0
451,1,69.0,51.0,0.0
451,3,30.0,54.0,0.0
451,2,2.0,40.0,0.0
451,2,59.0,22.0,0.0
451,2,102.0,31.0,0.0
451,1,46.0,99.0,0.0
451,2,33.0,48.0,0.0
451,2,3.0,52.0,0.0
451,0,40.0,15.0,0.0
451,1,32.0,114.0,0.0
451,0,101.0,26.0,0.0
451,0,95.0,45.0,0.0
451,2,45.0,49.0,0.0
451,1,93.0,29.0,0.0
451,0,49.0,68.0,0.0
452,2,21.0,26.0,0.0
452,1,96.0,41.0,0.0
452,0,92.0,56.0,0.0
452,3,15.0,18.0,0.0
452,0,80.0,80.0,0.0
452,1,59.0,2.0,0.0
452,4,58.0,32.0,0.0
452,1,29.0,36.0,0.0
452,3,27.0,63.0,0.0
452,1,100.0,83.0,0.0
452,3,68.0,69.0,0.0
452,0,46.0,35.0,0.0
452,0,55.0,90.0,0.0
452,3,24.0,73.0,0.0
452,3,94.0,74.0,0.0
452,0,1.0,9.0,0.0
452,0,77.0,94.0,0.0
452,1,47.0,85.0,0.0
452,3,73.0,25.0,0.0
452,0,9.0,91.0,0.0
452,0,56.0,38.0,0.0
452,3,33.0,62.0,0.0
452,0,5.0,88.0,0.0
452,1,65.0,30.0,0.0
452,2,38.0,82.0,0.0
452,0,79.0,50.0,0.0
452,3,71.0,77.0,0.0
452,1,25.0,52.0,0.0
452,3,42.0,95.0,0.0
452,3,50.0,86.0,0.0
452,3,106.0,17.0,0.0
452,3,48.0,96.0,0.0
452,3,64.0,0.0,0.0
452,3,0.0,19.0,0.0
452,1,18.0,45.0,0.0
452,3,81.0,22.0,0.0
452,3,34.0,6.0,0.0
452,0,90.0,23.0,0.0
452,1,11.0,20.0,0.0
452,3,85.0,57.0,0.0
452,0,12.0,108.0,0.0
452,3,101.0,60.0,0.0
452,3,75.0,27.0,0.0
452,3,41.0,67.0,0.0
452,0,107.0,31.0,0.0
452,3,99.0,92.0,0.0
452,3,44.0,33.0,0.0
452,1,45.0,12.0,0.0
452,3,17.0,49.0,0.0
452,3,86.0,11.0,0.0
452,0,66.0,53.0,0.0
452,0,78.0,42.0,0.0
452,3,57.0,104.0,0.0
452,3,63.0,10.0,0.0
452,0,70.0,1.0,0.0
452,3,89.0,72.0,0.0
452,3,108.0,79.0,0.0
452,3,82.0,5.0,0.0
452,0,102.0,68.0,0.0
452,0,61.0,64.0,0.0
452,0,30.0,39.0,0.0
452,1,91.0,61.0,0.0
452,0,88.0,21.0,0.0
452,0,36.0,14.0,0.0
452,3,84.0,97.0,0.0
452,0,72.0,89.0,0.0
452,3,16.0,98.0,0.0
452,3,35.0,106.0,0.0
452,3,7.0,58.0,0.0
452,3,26.0,59.0,0.0
452,0,83.0,107.0,0.0
452,3,2.0,43.0,0.0
452,3,43.0,81.0,0.0
452,0,62.0,7.0,0.0
452,0,20.0,84.0,0.0
452,0,40.0,100.0,0.0
452,1,10.0,71.0,0.0
452,1,31.0,54.0,0.0
452,3,69.0,65.0,0.0
452,0,14.0,101.0,0.0
452,0,54.0,103.0,0.0
452,1,19.0,15.0,0.0
452,2,13.0,37.0,0.0
452,1,76.0,76.0,0.0
452,3,67.0,24.0,0.0
452,1,22.0,40.0,0.0
452,1,37.0,102.0,0.0
452,3,105.0,28.0,0.0
452,3,6.0,51.0,0.0
452,3,23.0,75.0,0.0
452,3,74.0,16.0,0.0
452,3,60.0,47.0,0.0
452,4,97.0,48.0,0.0
452,1,98.0,55.0,0.0
452,1,3.0,66.0,0.0
452,1,39.0,8.0,0.0
452,1,51.0,70.0,0.0
452,0,28.0,78.0,0.0
452,3,49.0,34.0,0.0
452,1,52.0,109.0,0.0
452,2,109.0,99.0,0.0
452,3,53.0,44.0,0.0
452,3,95.0,13.0,0.0
452,0,103.0,3.0,0.0
452,3,104.0,93.0,0.0
452,0,8.0,87.0,0.0
452,1,32.0,29.0,0.0
452,3,93.0,46.0,0.0
452,1,87.0,4.0,0.0
452,0,4.0,105.0,0.0
453,3,28.0,61.0,0.0
453,3,76.0,54.0,0.0
453,4,47.0,55.0,0.0
453,3,61.0,40.0,0.0
453,2,15.0,34.0,0.0
453,3,2.0,79.0,0.0
453,3,17.0,26.0,0.0
453,0,40.0,112.0,0.0
453,0,39.0,107.0,0.0
453,0,32.0,71.0,0.0
453,1,114.0,85.0,0.0
453,3,124.0,120.0,0.0
453,3,111.0,63.0,0.0
453,3,122.0,77.0,0.0
453,3,105.0,118.0,0.0
453,1,102.0,32.0,0.0
453,0,33.0,6.0,0.0
453,3,84.0,88.0,0.0
453,0,44.0,33.0,0.0
453,1,11.0,126.0,0.0
453,0,10.0,59.0,0.0
453,3,90.0,14.0,0.0
453,2,83.0,98.0,0.0
453,3,126.0,25.0,0.0
453,2,101.0,56.0,0.0
453,2,81.0,28.0,0.0
453,3,71.0,48.0,0.0
453,2,96.0,80.0,0.0
453,2,9.0,13.0,0.0
453,2,52.0,39.0,0.0
453,2,82.0,42.0,0.0
453,3,78.0,82.0,0.0
453,2,43.0,100.0,0.0
453,0,65.0,8.0,0.0
453,3,73.0,37.0,0.0
453,3,121.0,45.0,0.0
453,2,18.0,2.0,0.0
453,2,125.0,38.0,0.0
453,0,70.0,27.0,0.0
453,3,6.0,83.0,0.0
453,3,38.0,67.0,0.0
453,3,63.0,119.0,0.0
453,1,19.0,69.0,0.0
453,2,87.0,58.0,0.0
453,3,118.0,65.0,0.0
453,2,14.0,110.0,0.0
453,1,104.0,12.0,0.0
453,0,113.0,10.0,0.0
453,2,3.0,20.0,0.0
453,1,77.0,41.0,0.0
453,1,98.0,22.0,0.0
453,1,88.0,78.0,0.0
453,2,57.0,16.0,0.0
453,2,1.0,60.0,0.0
453,1,56.0,50.0,0.0
453,0,85.0,73.0,0.0
453,3,31.0,4.0,0.0
453,1,74.0,97.0,0.0
453,2,91.0,122.0,0.0
453,2,116.0,62.0,0.0
453,3,48.0,113.0,0.0
453,2,4.0,0.0,0.0
453,2,16.0,23.0,0.0
453,0,107.0,3.0,0.0
453,2,0.0,105.0,0.0
453,0,53.0,92.0,0.0
453,0,110.0,18.0,0.0
453,3,128.0,108.0,0.0
453,3,25.0,94.0,0.0
453,1,68.0,1.0,0.0
453,1,62.0,89.0,0.0
453,1,120.0,91.0,0.0
453,1,29.0,121.0,0.0
453,2,123.0,30.0,0.0
453,1,103.0,51.0,0.0
453,1,115.0,35.0,0.0
453,0,67.0,101.0,0.0
453,2,109.0,24.0,0.0
453,2,30.0,123.0,0.0
453,1,26.0,47.0,0.0
453,1,97.0,53.0,0.0
453,2,69.0,111.0,0.0
453,1,86.0,96.0,0.0
453,0,127.0,86.0,0.0
453,1,99.0,114.0,0.0
453,1,36.0,66.0,0.0
453,1,66.0,5.0,0.0
453,2,42.0,31.0,0.0
453,1,12.0,128.0,0.0
453,1,106.0,124.0,0.0
453,1,72.0,46.0,0.0
453,3,55.0,116.0,0.0
453,1,27.0,74.0,0.0
453,0,59.0,95.0,0.0
453,1,20.0,57.0,0.0
453,3,93.0,7.0,0.0
453,2,58.0,43.0,0.0
453,3,49.0,64.0,0.0
453,1,89.0,70.0,0.0
453,1,80.0,84.0,0.0
453,1,41.0,52.0,0.0
453,0,21.0,93.0,0.0
453,0,75.0,127.0,0.0
453,0,112.0,15.0,0.0
453,0,7.0,106.0,0.0
453,1,94.0,102.0,0.0
453,0,35.0,72.0,0.0
453,0,13.0,29.0,0.0
453,1,45.0,17.0,0.0
453,0,23.0,115.0,0.0
453,0,95.0,81.0,0.0
453,0,37.0,9.0,0.0
453,0,5.0,125.0,0.0
453,3,108.0,68.0,0.0
453,2,46.0,75.0,0.0
453,2,22.0,21.0,0.0
453,1,92.0,103.0,0.0
453,2,50.0,99.0,0.0
453,1,79.0,11.0,0.0
453,2,64.0,117.0,0.0
453,1,100.0,49.0,0.0
453,3,8.0,109.0,0.0
453,2,24.0,44.0,0.0
453,3,34.0,87.0,0.0
453,3,54.0,90.0,0.0
453,1,60.0,36.0,0.0
453,0,117.0,76.0,0.0
453,0,119.0,19.0,0.0
453,3,51.0,104.0,0.0
454,1,4.0,13.0,0.0
454,3,32.0,36.0,0.0
454,3,12.0,37.0,0.0
454,3,17.0,49.0,0.0
454,2,40.0,35.0,0.0
454,3,23.0,26.0,0.0
454,3,37.0,41.0,0.0
454,3,34.0,27.0,0.0
454,3,26.0,44.0,0.0
454,4,7.0,33.0,0.0
454,3,21.0,38.0,0.0
454,3,31.0,15.0,0.0
454,1,16.0,3.0,0.0
454,1,45.0,7.0,0.0
454,0,0.0,32.0,0.0
454,0,41.0,29.0,0.0
454,0,11.0,39.0,0.0
454,0,2.0,19.0,0.0
454,1,22.0,31.0,0.0
454,0,24.0,17.0,0.0
454,0,42.0,8.0,0.0
454,1,19.0,10.0,0.0
454,0,35.0,22.0,0.0
454,1,29.0,47.0,0.0
454,0,5.0,12.0,0.0
454,0,1.0,11.0,0.0
454,0,43.0,9.0,0.0
454,0,14.0,25.0,0.0
454,0,48.0,14.0,0.0
454,0,20.0,45.0,0.0
454,0,6.0,46.0,0.0
454,0,33.0,20.0,0.0
454,0,3.0,16.0,0.0
454,0,8.0,18.0,0.0
454,0,28.0,24.0,0.0
454,0,25.0,50.0,0.0
454,0,9.0,5.0,0.0
454,1,36.0,0.0,0.0
454,3,44.0,30.0,0.0
454,3,38.0,28.0,0.0
454,0,15.0,1.0,0.0
454,3,10.0,48.0,0.0
454,0,47.0,43.0,0.0
454,1,13.0,2.0,0.0
454,0,50.0,6.0,0.0
454,0,39.0,4.0,0.0
454,0,30.0,40.0,0.0
454,1,18.0,34.0,0.0
454,0,27.0,42.0,0.0
454,0,49.0,21.0,0.0
454,0,46.0,23.0,0.0
455,2,81.0,115.0,0.0
455,0,167.0,118.0,0.0
455,2,192.0,29.0,0.0
455,2,153.0,193.0,0.0
455,2,164.0,161.0,0.0
455,2,32.0,90.0,0.0
455,2,126.0,109.0,0.0
455,0,125.0,149.0,0.0
455,2,65.0,25.0,0.0
455,2,127.0,22.0,0.0
455,2,74.0,180.0,0.0
455,2,177.0,192.0,0.0
455,1,189.0,158.0,0.0
455,2,124.0,53.0,0.0
455,2,149.0,48.0,0.0
455,3,75.0,42.0,0.0
455,2,33.0,2.0,0.0
455,2,92.0,40.0,0.0
455,2,72.0,108.0,0.0
455,0,190.0,73.0,0.0
455,2,78.0,168.0,0.0
455,2,103.0,95.0,0.0
455,2,112.0,112.0,0.0
455,2,128.0,150.0,0.0
455,2,115.0,77.0,0.0
455,2,84.0,10.0,0.0
455,2,64.0,72.0,0.0
455,2,106.0,178.0,0.0
455,2,188.0,135.0,0.0
455,2,113.0,99.0,0.0
455,2,154.0,87.0,0.0
455,2,39.0,58.0,0.0
455,2,89.0,39.0,0.0
455,2,63.0,144.0,0.0
455,2,14.0,98.0,0.0
455,2,147.0,26.0,0.0
455,3,172.0,5.0,0.0
455,2,96.0,175.0,0.0
455,2,90.0,164.0,0.0
455,0,31.0,44.0,0.0
455,2,29.0,187.0,0.0
455,2,43.0,13.0,0.0
455,3,140.0,160.0,0.0
455,2,170.0,124.0,0.0
455,3,187.0,23.0,0.0
455,2,67.0,8.0,0.0
455,0,12.0,49.0,0.0
455,0,3.0,174.0,0.0
455,2,23.0,45.0,0.0
455,2,119.0,157.0,0.0
455,2,40.0,190.0,0.0
455,1,22.0,75.0,0.0
455,2,28.0,113.0,0.0
455,2,37.0,38.0,0.0
455,1,134.0,88.0,0.0
455,0,25.0,128.0,0.0
455,1,166.0,71.0,0.0
455,2,93.0,146.0,0.0
455,1,4.0,57.0,0.0
455,2,55.0,59.0,0.0
455,3,194.0,15.0,0.0
455,3,118.0,74.0,0.0
455,1,49.0,196.0,0.0
455,2,35.0,94.0,0.0
455,2,76.0,167.0,0.0
455,2,17.0,151.0,0.0
455,1,100.0,166.0,0.0
455,2,196.0,32.0,0.0
455,0,110.0,139.0,0.0
455,0,77.0,188.0,0.0
455,1,58.0,43.0,0.0
455,3,71.0,162.0,0.0
455,3,163.0,195.0,0.0
455,3,87.0,159.0,0.0
455,3,15.0,163.0,0.0
455,2,6.0,41.0,0.0
455,2,88.0,184.0,0.0
455,2,108.0,69.0,0.0
455,2,16.0,138.0,0.0
455,1,162.0,52.0,0.0
455,1,150.0,51.0,0.0
455,2,129.0,36.0,0.0
455,4,38.0,125.0,0.0
455,3,143.0,20.0,0.0
455,2,19.0,186.0,0.0
455,2,157.0,126.0,0.0
455,2,73.0,121.0,0.0
455,2,105.0,21.0,0.0
455,2,86.0,27.0,0.0
455,2,175.0,12.0,0.0
455,2,24.0,147.0,0.0
455,2,5.0,6.0,0.0
455,2,183.0,140.0,0.0
455,0,139.0,133.0,0.0
455,0,10.0,181.0,0.0
455,0,91.0,141.0,0.0
455,2,197.0,177.0,0.0
455,2,56.0,93.0,0.0
455,2,165.0,68.0,0.0
455,2,46.0,16.0,0.0
455,0,155.0,194.0,0.0
455,1,8.0,111.0,0.0
455,2,182.0,171.0,0.0
455,0,179.0,148.0,0.0
455,3,168.0,19.0,0.0
455,2,122.0,131.0,0.0
455,0,117.0,92.0,0.0
455,0,120.0,7.0,0.0
455,0,144.0,91.0,0.0
455,0,101.0,154.0,0.0
455,2,191.0,64.0,0.0
455,2,152.0,176.0,0.0
455,2,114.0,104.0,0.0
455,2,123.0,185.0,0.0
455,2,178.0,172.0,0.0
455,2,20.0,66.0,0.0
455,2,80.0,114.0,0.0
455,0,30.0,197.0,0.0
455,2,1.0,9.0,0.0
455,3,159.0,65.0,0.0
455,2,34.0,179.0,0.0
455,0,104.0,132.0,0.0
455,2,121.0,137.0,0.0
455,2,36.0,80.0,0.0
455,0,53.0,60.0,0.0
455,2,54.0,165.0,0.0
455,2,2.0,182.0,0.0
455,3,66.0,101.0,0.0
455,2,186.0,56.0,0.0
455,2,51.0,97.0,0.0
455,1,171.0,31.0,0.0
455,1,45.0,189.0,0.0
455,1,116.0,37.0,0.0
455,0,26.0,62.0,0.0
455,1,173.0,143.0,0.0
455,3,60.0,85.0,0.0
455,2,9.0,18.0,0.0
455,1,109.0,81.0,0.0
455,1,41.0,169.0,0.0
455,1,141.0,120.0,0.0
455,0,68.0,70.0,0.0
455,2,181.0,4.0,0.0
455,2,57.0,116.0,0.0
455,2,193.0,152.0,0.0
455,1,44.0,86.0,0.0
455,0,146.0,54.0,0.0
455,0,61.0,103.0,0.0
455,0,0.0,119.0,0.0
455,0,50.0,191.0,0.0
455,1,52.0,33.0,0.0
455,0,13.0,145.0,0.0
455,0,69.0,61.0,0.0
455,4,94.0,122.0,0.0
455,2,79.0,46.0,0.0
455,2,42.0,123.0,0.0
455,2,184.0,30.0,0.0
455,2,169.0,105.0,0.0
455,3,136.0,127.0,0.0
455,2,185.0,63.0,0.0
455,0,18.0,28.0,0.0
455,2,176.0,110.0,0.0
455,2,85.0,1.0,0.0
455,1,107.0,100.0,0.0
455,3,135.0,130.0,0.0
455,0,131.0,14.0,0.0
455,3,47.0,107.0,0.0
455,0,70.0,3.0,0.0
455,2,142.0,34.0,0.0
455,2,156.0,17.0,0.0
455,0,102.0,84.0,0.0
455,0,27.0,106.0,0.0
455,0,160.0,0.0,0.0
455,3,62.0,35.0,0.0
455,2,98.0,117.0,0.0
455,1,82.0,67.0,0.0
455,2,83.0,102.0,0.0
455,0,158.0,96.0,0.0
455,1,161.0,170.0,0.0
455,2,7.0,76.0,0.0
455,0,180.0,153.0,0.0
455,2,99.0,136.0,0.0
455,3,151.0,142.0,0.0
455,2,95.0,79.0,0.0
455,3,138.0,11.0,0.0
455,2,174.0,78.0,0.0
455,1,133.0,155.0,0.0
455,0,130.0,55.0,0.0
455,2,132.0,24.0,0.0
455,3,137.0,156.0,0.0
455,2,11.0,89.0,0.0
455,2,148.0,134.0,0.0
455,2,97.0,82.0,0.0
455,0,111.0,173.0,0.0
455,3,145.0,83.0,0.0
455,0,59.0,183.0,0.0
455,2,21.0,129.0,0.0
455,2,195.0,50.0,0.0
455,3,48.0,47.0,0.0
456,0,12.0,26.0,0.0
456,0,33.0,25.0,0.0
456,3,31.0,34.0,0.0
456,3,39.0,32.0,0.0
456,0,34.0,50.0,0.0
456,0,42.0,46.0,0.0
456,0,49.0,63.0,0.0
456,3,21.0,43.0,0.0
456,3,64.0,40.0,0.0
456,3,66.0,52.0,0.0
456,3,11.0,30.0,0.0
456,3,36.0,64.0,0.0
456,3,50.0,27.0,0.0
456,0,2.0,55.0,0.0
456,3,37.0,0.0,0.0
456,3,44.0,65.0,0.0
456,3,52.0,47.0,0.0
456,0,3.0,41.0,0.0
456,0,35.0,42.0,0.0
456,0,13.0,16.0,0.0
456,3,23.0,58.0,0.0
456,3,19.0,49.0,0.0
456,3,10.0,12.0,0.0
456,3,48.0,2.0,0.0
456,4,0.0,37.0,0.0
456,3,6.0,59.0,0.0
456,3,1.0,53.0,0.0
456,0,25.0,22.0,0.0
456,3,28.0,14.0,0.0
456,3,24.0,9.0,0.0
456,0,18.0,10.0,0.0
456,3,58.0,36.0,0.0
456,3,41.0,8.0,0.0
456,0,65.0,44.0,0.0
456,3,62.0,7.0,0.0
456,3,29.0,1.0,0.0
456,3,7.0,57.0,0.0
456,3,63.0,61.0,0.0
456,3,59.0,21.0,0.0
456,3,8.0,38.0,0.0
456,3,15.0,60.0,0.0
456,3,17.0,18.0,0.0
456,3,55.0,31.0,0.0
456,0,53.0,39.0,0.0
456,3,47.0,35.0,0.0
456,3,30.0,28.0,0.0
456,0,61.0,19.0,0.0
456,3,56.0,48.0,0.0
456,3,9.0,3.0,0.0
456,3,45.0,13.0,0.0
456,3,4.0,5.0,0.0
456,3,46.0,29.0,0.0
456,3,22.0,6.0,0.0
456,3,14.0,45.0,0.0
456,0,27.0,20.0,0.0
456,0,20.0,54.0,0.0
456,0,38.0,23.0,0.0
456,3,32.0,4.0,0.0
456,3,51.0,51.0,0.0
456,0,16.0,17.0,0.0
456,3,43.0,33.0,0.0
456,3,57.0,56.0,0.0
456,3,5.0,15.0,0.0
456,3,54.0,62.0,0.0
456,3,60.0,24.0,0.0
456,3,40.0,11.0,0.0
456,3,26.0,66.0,0.0
457,3,4.0,16.0,0.0
457,3,0.0,5.0,0.0
457,3,52.0,49.0,0.0
457,3,44.0,19.0,0.0
457,3,51.0,35.0,0.0
457,3,19.0,47.0,0.0
457,3,39.0,24.0,0.0
457,3,12.0,32.0,0.0
457,3,2.0,36.0,0.0
457,1,3.0,53.0,0.0
457,1,33.0,37.0,0.0
457,0,22.0,30.0,0.0
457,0,28.0,57.0,0.0
457,3,18.0,50.0,0.0
457,1,21.0,58.0,0.0
457,1,11.0,22.0,0.0
457,3,48.0,38.0,0.0
457,4,27.0,14.0,0.0
457,3,9.0,28.0,0.0
457,3,30.0,45.0,0.0
457,0,46.0,56.0,0.0
457,3,13.0,46.0,0.0
457,1,54.0,44.0,0.0
457,1,47.0,21.0,0.0
457,0,1.0,40.0,0.0
457,1,20.0,48.0,0.0
457,0,40.0,4.0,0.0
457,0,50.0,0.0,0.0
457,3,43.0,42.0,0.0
457,1,35.0,7.0,0.0
457,0,14.0,20.0,0.0
457,1,24.0,23.0,0.0
457,1,5.0,11.0,0.0
